Source,Target,Airline;Price
YVR,LHR,ACA;60,34
YVR,LHR,FIN;3,33
YVR,LHR,BAW;65,29
YVR,LHR,IBE;46,13
YVR,LHR,DLH;76,49
YVR,AMS,DAL;43,71
YVR,AMS,KLM;20,69
YVR,MEX,ACA;75,36
YVR,PVR,ACA;83,7
YVR,PVR,TSC;44,54
YVR,PVR,WJA;50,59
YVR,SJD,WJA;43,84
YVR,CUN,TSC;84,4
YVR,CUN,WJA;29,65
YVR,AKL,ACA;97,07
YVR,AKL,ANZ;31,62
YVR,TPE,EVA;24,03
YVR,TPE,CAL;20,01
YVR,NRT,AAL;66,93
YVR,NRT,ACA;49,42
YVR,NRT,JAL;17,15
YVR,NRT,ANA;57,12
YVR,HND,ACA;11,06
YVR,HND,ANA;20,83
YVR,MNL,PAL;69,4
YVR,HKG,ACA;78,97
YVR,HKG,CPA;46,05
YVR,SYD,ACA;80,83
YVR,PEK,ACA;82,77
YVR,PEK,CCA;63,01
YVR,CAN,CSN;39,72
YVR,PVG,ACA;98,98
YVR,PVG,CCA;3,87
YVR,PVG,CES;6,33
YVR,OGG,ACA;80,06
YVR,OGG,WJA;39,24
YVR,PHX,AAL;18,84
YVR,PHX,USA;68,99
YVR,SFO,ACA;16,23
YVR,SFO,UAL;98,57
YVR,SFO,WJA;61,57
YVR,LAX,AAL;75,3
YVR,LAX,ACA;0,56
YVR,LAX,ASA;90,53
YVR,LAX,UAL;12,4
YVR,LAX,WJA;82,97
YVR,EWR,ACA;98,87
YVR,EWR,ANA;16,19
YVR,EWR,UAL;33,95
YVR,KOA,WJA;53,74
YVR,SLC,DAL;90,62
YVR,IAH,UAL;27,99
YVR,SEA,AAL;4,87
YVR,SEA,ACA;64,66
YVR,SEA,ASA;31,32
YVR,SEA,DAL;13,43
YVR,SEA,UAL;48,9
YVR,LIH,WJA;81,99
YVR,DFW,AAL;32,35
YVR,DFW,USA;31,31
YVR,DFW,WJA;71,85
YVR,PDX,AAL;57,5
YVR,PDX,ACA;31,84
YVR,PDX,ASA;6,75
YVR,PDX,UAL;1,71
YVR,HNL,ACA;19,37
YVR,HNL,DAL;48,75
YVR,HNL,WJA;58,86
YVR,DEN,ACA;21,2
YVR,DEN,UAL;14,31
YVR,JFK,CPA;96,52
YVR,ORD,AAL;83,85
YVR,ORD,ACA;82,54
YVR,ORD,DAL;8,76
YVR,ORD,UAL;50,27
YVR,ORD,WJA;65,58
YVR,PSP,WJA;10,15
YVR,MSP,DAL;92,29
YVR,SNA,DAL;38,6
YVR,SNA,WJA;85,27
YVR,LAS,AAL;74,03
YVR,LAS,ACA;16,75
YVR,LAS,DAL;49,68
YVR,LAS,WJA;46,83
YVR,ICN,ACA;41,9
YVR,ICN,KAL;97,38
YVR,ICN,AAR;22,76
YVR,SHE,CSC;91,91
YVR,YPW,PCO;43,6
YVR,ZMT,PCO;20,52
YVR,QBC,PCO;82,64
YVR,YZZ,PCO;90,25
YWG,YEG,ACA;41,1
YWG,YEG,KLM;29,81
YWG,YEG,WJA;37,69
YWG,YFO,BLS;59,62
YWG,YFO,AUH;99,89
YWG,YOW,ACA;24,89
YWG,YOW,WJA;39,13
YWG,YQK,BLS;25,91
YWG,YQR,ACA;12,49
YWG,YQR,WJA;72,08
YWG,YQT,ACA;20,23
YWG,YQT,WJA;79,24
YWG,YRT,MPE;23,54
YWG,YRT,FAB;52,46
YWG,YRT,AUH;7,13
YWG,YTH,AUH;41,14
YWG,YUL,ACA;52,27
YWG,YUL,KLM;93,13
YWG,YUL,WJA;23,84
YWG,YVR,ACA;79,58
YWG,YVR,WJA;24,89
YWG,YXE,ACA;8,37
YWG,YXE,WJA;26,78
YWG,YXU,WJA;91,8
YWG,YYC,ACA;66,08
YWG,YYC,WJA;29,24
YWG,YYQ,MPE;11,79
YWG,YYQ,AUH;89,31
YWG,YYZ,ACA;34,17
YWG,YYZ,WJA;92,02
YWG,DEN,ACA;69
YWG,DEN,UAL;73,99
YWG,ORD,ACA;51,2
YWG,ORD,UAL;62,89
YWG,MSP,DAL;15,53
YWG,LAS,WJA;15,4
YWG,YGX,AUH;59,22
YWG,YQD,BLS;0,94
YWG,YQD,AUH;79,37
YWG,YRL,BLS;62,26
YWG,YSK,AUH;45,31
YWK,YYR,ACA;41,02
YWK,YYY,NAK;93,83
YWK,YZV,ACA;3,39
YWK,YZV,NAK;51,92
YWL,YQZ,ACA;34,49
YWL,YVR,PCO;56,33
YWL,YVR,ACA;82,97
YXC,YLW,PCO;17,23
YXC,YVR,PCO;70,19
YXC,YVR,ACA;3,06
YXC,YYC,ACA;93,87
YXE,YEG,ACA;10,7
YXE,YEG,WJA;56,79
YXE,YVR,ACA;24,78
YXE,YVR,WJA;79,4
YXE,YWG,ACA;54,2
YXE,YWG,WJA;56,29
YXE,YYC,ACA;83,61
YXE,YYC,WJA;57,24
YXE,YYZ,ACA;7,91
YXE,YYZ,WJA;97,93
YXE,DEN,ACA;48,93
YXE,DEN,UAL;45,15
YXE,ORD,UAL;25,25
YXE,MSP,DAL;55
YXE,LAS,WJA;35,22
YXH,YYC,ACA;87,44
YXJ,YVR,ACA;3,5
YXJ,YVR,WJA;75,95
YXJ,YYC,WJA;72,6
YXL,YHD,BLS;63,16
YXL,YQT,BLS;2,43
YXL,YAG,BLS;30,58
YXL,YRL,BLS;37,95
YXP,YFB,MPE;81,57
YXP,YFB,FAB;70,22
YXP,YVM,MPE;51,84
YXP,YVM,FAB;31,27
YXS,YVR,ACA;83,96
YXS,YVR,WJA;81,48
YXS,YYC,WJA;93,06
YXT,YVR,ACA;41,38
YXT,YVR,WJA;31,65
YXU,YOW,ACA;94,17
YXU,YWG,WJA;20,22
YXU,YYC,WJA;46,44
YXU,YYZ,ACA;32,68
YXU,ORD,ACA;65,37
YXU,ORD,UAL;77,74
YXX,YEG,WJA;54,05
YXX,YYC,WJA;58,85
YXY,YLW,ANT;0,43
YXY,YVR,ANT;24,42
YXY,YVR,ACA;5,21
YXY,YYC,ANT;50,51
YXY,YZF,ANT;7,39
YYB,YSB,BLS;59,58
YYB,YYZ,ACA;65,04
YYC,YBR,WJA;46,58
YYC,YCD,WJA;37,82
YYC,YCG,ACA;89,07
YYC,YEG,ANT;75,55
YYC,YEG,ACA;39,05
YYC,YEG,KLM;2,02
YYC,YEG,TSC;64,39
YYC,YEG,WJA;99,6
YYC,YHM,WJA;52,21
YYC,YHZ,WJA;5,54
YYC,YKA,ACA;73,12
YYC,YKA,WJA;61,13
YYC,YKF,WJA;64,21
YYC,YLW,ACA;28,41
YYC,YLW,WJA;82,14
YYC,YMM,ACA;34,29
YYC,YMM,WJA;76,98
YYC,YOW,ACA;56,25
YYC,YOW,WJA;42,29
YYC,YQF,ACA;56,85
YYC,YQG,WJA;68,92
YYC,YQL,ACA;39,26
YYC,YQQ,WJA;27,67
YYC,YQR,ACA;32,76
YYC,YQR,WJA;42,67
YYC,YQU,ACA;64,11
YYC,YQU,WJA;48,29
YYC,YUL,ACA;1,2
YYC,YUL,WJA;80,63
YYC,YVR,ACA;96,63
YYC,YVR,TSC;76,4
YYC,YVR,WJA;4,19
YYC,YWG,ACA;95,51
YYC,YWG,WJA;41,43
YYC,YXC,ACA;61,28
YYC,YXE,ACA;10,64
YYC,YXE,WJA;26,81
YYC,YXH,ACA;25,21
YYC,YXJ,WJA;7,8
YYC,YXS,WJA;76,56
YYC,YXU,WJA;16,05
YYC,YXX,WJA;82,36
YYC,YYJ,ACA;99,86
YYC,YYJ,WJA;48,22
YYC,YYZ,ACA;78,17
YYC,YYZ,KLM;76,66
YYC,YYZ,WJA;9,09
YYC,YZF,ACA;45,92
YYC,FRA,ACA;90,45
YYC,FRA,DLH;1,23
YYC,FRA,TSC;59,2
YYC,MAN,TSC;40,94
YYC,LGW,TSC;62,09
YYC,LHR,AAL;9,93
YYC,LHR,ACA;38,2
YYC,LHR,FIN;75,14
YYC,LHR,BAW;35,99
YYC,LHR,IBE;80,48
YYC,LHR,DLH;70,22
YYC,GLA,TSC;35,37
YYC,AMS,DAL;82,37
YYC,AMS,KLM;31,9
YYC,AMS,TSC;46,71
YYC,PVR,ACA;62,57
YYC,PVR,WJA;81,77
YYC,SJD,ACA;12,53
YYC,SJD,WJA;69,21
YYC,CUN,ACA;57,41
YYC,CUN,WJA;71,55
YYC,VRA,ACA;1,4
YYC,NRT,ACA;73,7
YYC,NRT,ANA;97,9
YYC,PHX,AAL;26,86
YYC,PHX,USA;36,81
YYC,PHX,WJA;15,06
YYC,SFO,ACA;50,12
YYC,SFO,UAL;28,2
YYC,SFO,WJA;83,85
YYC,LAX,AAL;69,57
YYC,LAX,ACA;38,38
YYC,LAX,DAL;29,64
YYC,LAX,WJA;42,28
YYC,EWR,ACA;91,84
YYC,SLC,DAL;92,88
YYC,IAH,ACA;0,65
YYC,IAH,UAL;46,1
YYC,SEA,ASA;47,44
YYC,DFW,AAL;76,89
YYC,DFW,DAL;12,72
YYC,DFW,USA;14,58
YYC,DFW,WJA;84,74
YYC,PDX,ACA;86,16
YYC,PDX,UAL;26,7
YYC,SAN,AAL;97,21
YYC,SAN,WJA;69,92
YYC,DEN,ACA;86,31
YYC,DEN,UAL;46,21
YYC,JFK,AAL;4,52
YYC,JFK,DAL;22,02
YYC,JFK,WJA;30,72
YYC,ORD,AAL;50,98
YYC,ORD,ACA;24,02
YYC,ORD,DAL;56,97
YYC,ORD,UAL;47,31
YYC,ORD,WJA;4,13
YYC,PSP,WJA;41,21
YYC,MSP,DAL;34,57
YYC,LAS,AAL;19,38
YYC,LAS,ACA;7,49
YYC,LAS,DAL;47,16
YYC,LAS,WJA;7,9
YYC,MCO,WJA;20,61
YYD,YVR,ACA;50,69
YYF,YVR,ACA;69,02
YYG,YHZ,ACA;41,14
YYG,YUL,ACA;15,57
YYG,YYZ,ACA;77,21
YYG,YYZ,WJA;84,71
YYH,YCB,MPE;94,38
YYH,YHK,MPE;22,67
YYH,YHK,FAB;99,31
YYH,YZF,FAB;71,06
YYJ,YEG,WJA;10,81
YYJ,YLW,WJA;30,11
YYJ,YVR,PCO;89,18
YYJ,YVR,ACA;33,59
YYJ,YVR,WJA;88,05
YYJ,YYC,ACA;28,2
YYJ,YYC,WJA;60,12
YYJ,YYZ,ACA;31,05
YYJ,YYZ,WJA;85,34
YYJ,SFO,ACA;18,08
YYJ,SFO,UAL;42,62
YYJ,SEA,ASA;66,97
YYJ,LAS,WJA;82,21
YYQ,YEK,MPE;7,87
YYQ,YEK,AUH;9,37
YYQ,YRT,MPE;68,37
YYQ,YRT,AUH;71,66
YYQ,YTH,MPE;74,62
YYQ,YTH,AUH;6,11
YYQ,YWG,MPE;22,05
YYQ,YWG,AUH;5,87
YYR,YDF,ACA;54,47
YYR,YHZ,ACA;87,46
YYR,YQX,ACA;3,53
YYR,YWK,ACA;42,26
YYR,YYT,ACA;57,72
YYR,YRG,WEB;14,94
YYR,YDP,WEB;17,08
YYT,YDF,ACA;98,83
YYT,YHZ,ACA;29,22
YYT,YHZ,KLM;3,98
YYT,YHZ,POE;41,11
YYT,YHZ,WJA;38,09
YYT,YOW,ACA;55,05
YYT,YOW,WJA;87,89
YYT,YQX,ACA;19,97
YYT,YUL,ACA;24,06
YYT,YYR,ACA;92,35
YYT,YYZ,ACA;22,32
YYT,YYZ,WJA;77,12
YYT,LHR,ACA;54,93
YYT,LHR,DLH;15,44
YYT,FSP,SPM;1,52
YYT,EWR,UAL;43,68
YYT,MCO,TSC;15,8
YYT,MCO,WJA;30,08
YYU,YQT,BLS;97,15
YYU,YTS,BLS;37,45
YYY,YBC,ACA;72,34
YYY,YBC,NAK;59,72
YYY,YUL,ACA;88,2
YYY,YWK,NAK;50,39
YYY,YZV,NAK;94,5
YYZ,KEF,ICE;61,19
YYZ,YAM,ACA;41,88
YYZ,YDF,ACA;49,96
YYZ,YDF,WJA;25,5
YYZ,YEG,ACA;53,39
YYZ,YEG,WJA;28,81
YYZ,YFC,ACA;55,79
YYZ,YGK,ACA;63,88
YYZ,YHZ,ACA;29,85
YYZ,YHZ,KLM;9,82
YYZ,YHZ,WJA;19,66
YYZ,YLW,WJA;7,98
YYZ,YMM,ACA;15,98
YYZ,YMM,WJA;54,07
YYZ,YOW,ACA;65,32
YYZ,YOW,WJA;37,49
YYZ,YQB,ACA;94,57
YYZ,YQB,TSC;4,52
YYZ,YQB,WJA;15,24
YYZ,YQG,ACA;33,44
YYZ,YQM,ACA;27,29
YYZ,YQM,WJA;60,66
YYZ,YQR,ACA;76,09
YYZ,YQR,KLM;40,28
YYZ,YQR,WJA;43,32
YYZ,YQT,ACA;56,2
YYZ,YQT,WJA;11,46
YYZ,YQY,ACA;23,39
YYZ,YSB,ACA;71,33
YYZ,YSJ,ACA;95,69
YYZ,YTS,ACA;8,89
YYZ,YUL,ACA;57,2
YYZ,YUL,KLM;44,53
YYZ,YUL,DLH;48,56
YYZ,YUL,SWR;57,14
YYZ,YUL,TSC;26,49
YYZ,YUL,UAL;24,23
YYZ,YUL,WJA;26,11
YYZ,YVR,ACA;62,73
YYZ,YVR,PAL;43,59
YYZ,YVR,WJA;11,69
YYZ,YWG,ACA;13,61
YYZ,YWG,KLM;89,8
YYZ,YWG,WJA;70,35
YYZ,YXE,ACA;13,7
YYZ,YXE,WJA;58,13
YYZ,YXU,ACA;33,41
YYZ,YYB,ACA;98,07
YYZ,YYC,ACA;99,56
YYZ,YYC,WJA;0,38
YYZ,YYG,ACA;97,83
YYZ,YYG,WJA;44,13
YYZ,YYJ,ACA;14,62
YYZ,YYJ,WJA;90,48
YYZ,YYT,ACA;42,28
YYZ,YYT,WJA;43,44
YYZ,YZR,ACA;32,16
YYZ,BRU,JAI;88,96
YYZ,BRU,ETD;78,08
YYZ,FRA,ACA;83,22
YYZ,FRA,DLH;34,55
YYZ,MUC,ACA;30,52
YYZ,MUC,DLH;17,34
YYZ,MAN,TSC;79,34
YYZ,LGW,TSC;57,8
YYZ,LHR,AAL;23,61
YYZ,LHR,ACA;39,02
YYZ,LHR,FIN;8,39
YYZ,LHR,BAW;89,68
YYZ,LHR,IBE;46,45
YYZ,LHR,DLH;64,42
YYZ,GLA,TSC;82,05
YYZ,AMS,DAL;27,91
YYZ,AMS,KLM;10,68
YYZ,AMS,TSC;0,07
YYZ,DUB,ACA;44,82
YYZ,DUB,EIN;35,47
YYZ,DUB,TSC;29,75
YYZ,CPH,ACA;56,67
YYZ,CPH,DLH;50,24
YYZ,CPH,SAS;23,06
YYZ,WAW,ACA;99,96
YYZ,WAW,LOT;3,4
YYZ,ADD,ETH;34,06
YYZ,CAI,MSR;48,27
YYZ,BCN,ACA;2,96
YYZ,BCN,TSC;69
YYZ,CDG,ACA;76,51
YYZ,CDG,AFR;16,36
YYZ,CDG,AZA;25,3
YYZ,CDG,DAL;32,01
YYZ,CDG,DLH;0,26
YYZ,CDG,TSC;24,62
YYZ,VCE,TSC;90,24
YYZ,FCO,ACA;41,11
YYZ,FCO,AZA;68,32
YYZ,FCO,DAL;8,7
YYZ,FCO,DLH;78,22
YYZ,FCO,TSC;31,31
YYZ,TLV,ACA;17
YYZ,TLV,ELY;27,75
YYZ,VIE,ACA;97,38
YYZ,VIE,DLH;15,71
YYZ,VIE,AUA;25,04
YYZ,PDL,RZO;10,04
YYZ,PDL,TAP;63,52
YYZ,OPO,RZO;34,33
YYZ,OPO,TAP;67,09
YYZ,OPO,TSC;31,61
YYZ,LIS,RZO;69,92
YYZ,LIS,TAP;52,75
YYZ,LIS,TSC;54,96
YYZ,ZRH,ACA;69,4
YYZ,ZRH,SWR;32,71
YYZ,IST,ACA;1,67
YYZ,IST,THY;90,9
YYZ,PLS,ACA;55,89
YYZ,PLS,WJA;49,04
YYZ,PUJ,ACA;38,61
YYZ,PUJ,TSC;14,54
YYZ,PUJ,WJA;25,54
YYZ,POP,ACA;69,68
YYZ,POP,WJA;37,61
YYZ,KIN,ACA;4,72
YYZ,KIN,BWA;14,05
YYZ,KIN,OLA;44,8
YYZ,KIN,WJA;82,44
YYZ,MBJ,ACA;81,32
YYZ,MBJ,TSC;76,45
YYZ,MBJ,WJA;88,48
YYZ,MEX,ACA;64,12
YYZ,MEX,AVA;37,1
YYZ,CUN,ACA;48,3
YYZ,CUN,TSC;44,12
YYZ,CUN,WJA;75,14
YYZ,PTY,CMP;44,33
YYZ,LIR,ACA;73,54
YYZ,LIR,WJA;2
YYZ,SJO,ACA;26,02
YYZ,SAL,AVA;73,55
YYZ,CMW,CUB;1,56
YYZ,HAV,ACA;9,8
YYZ,HOG,ACA;84,25
YYZ,HOG,TSC;83,9
YYZ,SNU,ACA;52,41
YYZ,SNU,CUB;72,3
YYZ,SNU,TSC;11,11
YYZ,SNU,WJA;13,31
YYZ,VRA,ACA;41,15
YYZ,VRA,TSC;53,3
YYZ,VRA,WJA;26,32
YYZ,GCM,ACA;73,04
YYZ,GCM,WJA;3,66
YYZ,GGT,ACA;38,75
YYZ,NAS,ACA;58,94
YYZ,NAS,WJA;93,03
YYZ,JED,SVA;96,86
YYZ,AUH,ACA;37,4
YYZ,AUH,ETD;25,93
YYZ,DXB,UAE;79,67
YYZ,KHI,PIA;71,34
YYZ,LHE,PIA;2,11
YYZ,ISB,PIA;66,61
YYZ,TPE,EVA;6
YYZ,NRT,ACA;47,15
YYZ,NRT,ANA;11,34
YYZ,GRU,ACA;9,95
YYZ,GRU,TAM;72,47
YYZ,SCL,ACA;60,2
YYZ,BOG,ACA;27,54
YYZ,BOG,AVA;34,66
YYZ,LIM,ACA;36,44
YYZ,ANU,ACA;93,21
YYZ,ANU,WJA;71,91
YYZ,BGI,ACA;55,12
YYZ,BGI,WJA;15,9
YYZ,GND,ACA;26,68
YYZ,GND,BWA;50,21
YYZ,SJU,WJA;75,19
YYZ,UVF,ACA;1,9
YYZ,UVF,WJA;87,59
YYZ,AUA,ACA;56,54
YYZ,AUA,WJA;50,47
YYZ,SXM,WJA;99,59
YYZ,POS,BWA;6,84
YYZ,POS,WJA;29
YYZ,SVO,AFL;65,59
YYZ,VKO,TSO;22,15
YYZ,HKG,ACA;35,7
YYZ,HKG,CPA;29,62
YYZ,PEK,ACA;5,9
YYZ,PEK,CCA;9,01
YYZ,PEK,CHH;81,46
YYZ,PVG,ACA;4,49
YYZ,PVG,CCA;94,36
YYZ,BOS,ACA;10,04
YYZ,BOS,UAL;10,81
YYZ,MCI,ACA;73,96
YYZ,PHX,ACA;58,26
YYZ,SFO,ACA;21,66
YYZ,SFO,UAL;72,74
YYZ,LAX,AAL;28,09
YYZ,LAX,ACA;82,13
YYZ,LAX,UAL;31,39
YYZ,LAX,USA;20,46
YYZ,LAX,WJA;95,93
YYZ,CLE,ACA;59,27
YYZ,CLE,UAL;49,61
YYZ,CVG,ACA;68,29
YYZ,CVG,DAL;90,89
YYZ,CVG,WJA;38,07
YYZ,EWR,ACA;52,55
YYZ,EWR,UAL;58,98
YYZ,MYR,WJA;42,2
YYZ,DCA,AAL;19,26
YYZ,DCA,ACA;51,02
YYZ,DCA,USA;22,45
YYZ,FLL,ACA;90,27
YYZ,FLL,DAL;43,37
YYZ,FLL,TSC;48,74
YYZ,FLL,WJA;49,62
YYZ,MDT,ACA;55,29
YYZ,IAH,ACA;10,01
YYZ,IAH,UAL;39,74
YYZ,PIT,ACA;57,33
YYZ,PIT,UAL;78,87
YYZ,MIA,AAL;38,27
YYZ,MIA,ACA;21,05
YYZ,MIA,USA;0,25
YYZ,MIA,WJA;61,21
YYZ,SEA,ACA;64,15
YYZ,IND,ACA;29,33
YYZ,ROC,ACA;57,85
YYZ,RDU,ACA;15,72
YYZ,DTW,ACA;45,92
YYZ,DTW,AZA;64,26
YYZ,DTW,DAL;14,45
YYZ,DTW,UAL;91,47
YYZ,DTW,WJA;13,69
YYZ,TPA,ACA;32,1
YYZ,TPA,WJA;49,12
YYZ,DFW,AAL;53,88
YYZ,DFW,ACA;81,69
YYZ,DFW,UAL;48,52
YYZ,DFW,USA;52,13
YYZ,DFW,WJA;33,12
YYZ,STL,ACA;44,78
YYZ,STL,UAL;33,34
YYZ,ATL,ACA;67,86
YYZ,ATL,AFR;84,77
YYZ,ATL,DAL;22,21
YYZ,ATL,THY;15,05
YYZ,ATL,UAL;53,02
YYZ,ATL,WJA;61,46
YYZ,BNA,ACA;1,64
YYZ,LGA,AAL;51,52
YYZ,LGA,ACA;58,24
YYZ,LGA,DAL;25,63
YYZ,LGA,UAL;81,79
YYZ,LGA,USA;60,4
YYZ,LGA,WJA;83,03
YYZ,IAD,ACA;7,82
YYZ,IAD,UAL;28,17
YYZ,MKE,ACA;30,54
YYZ,SAN,ACA;52,13
YYZ,SYR,ACA;99,8
YYZ,DEN,ACA;64,98
YYZ,DEN,UAL;16,95
YYZ,PHL,AAL;44,67
YYZ,PHL,ACA;15,26
YYZ,PHL,UAL;61,5
YYZ,PHL,USA;71,88
YYZ,CMH,ACA;7,22
YYZ,CMH,UAL;19,83
YYZ,RSW,ACA;41,51
YYZ,RSW,WJA;10,61
YYZ,JFK,AAL;79,3
YYZ,JFK,ACA;85,28
YYZ,JFK,FIN;75,81
YYZ,JFK,DAL;21,1
YYZ,JFK,USA;75,81
YYZ,JFK,WJA;58,2
YYZ,BDL,ACA;22,91
YYZ,BDL,UAL;25,05
YYZ,ORD,AAL;31,14
YYZ,ORD,ACA;15,74
YYZ,ORD,ETD;72,58
YYZ,ORD,UAL;87,95
YYZ,ORD,USA;19,81
YYZ,ORD,WJA;84
YYZ,BWI,ACA;96,84
YYZ,MSP,ACA;67,07
YYZ,MSP,DAL;76,63
YYZ,MSP,UAL;2,06
YYZ,MSP,WJA;10,11
YYZ,MSY,ACA;25,24
YYZ,MSY,UAL;36,45
YYZ,CLT,AAL;24,29
YYZ,CLT,ACA;46,74
YYZ,CLT,USA;21,21
YYZ,LAS,AAL;49,12
YYZ,LAS,ACA;38,92
YYZ,LAS,DAL;59,08
YYZ,LAS,WJA;42,52
YYZ,MCO,AAL;76,31
YYZ,MCO,ACA;38,68
YYZ,MCO,DAL;17,19
YYZ,MCO,TSC;32,39
YYZ,MCO,WJA;89,64
YYZ,ICN,KAL;2,01
YYZ,ATH,TSC;89,11
YYZ,BDA,ACA;13,02
YYZ,BDA,WJA;69,45
YYZ,GEO,BWA;31,38
YYZ,GEO,OLA;48,18
YYZ,AZS,ACA;96,31
YYZ,AZS,WJA;14,36
YYZ,CCC,ACA;24,78
YYZ,CCC,WJA;49,29
YZF,YCB,MPE;45,89
YZF,YCB,FAB;62,02
YZF,YCO,MPE;77,71
YZF,YCO,FAB;39,96
YZF,YEG,MPE;39,78
YZF,YEG,FAB;93,07
YZF,YEG,ACA;70,71
YZF,YEG,JAL;5,85
YZF,YEG,AUH;34,39
YZF,YEG,WJA;82,56
YZF,YFS,FAB;19,64
YZF,YHK,MPE;32,8
YZF,YHK,FAB;77,85
YZF,YHY,FAB;98,5
YZF,YOW,ANT;96,1
YZF,YOW,AUH;42,36
YZF,YRT,MPE;3,42
YZF,YRT,FAB;28,25
YZF,YSM,PLR;63,83
YZF,YVQ,MPE;99,46
YZF,YVQ,FAB;61,58
YZF,YXY,ANT;50,68
YZF,YYC,ACA;76,83
YZF,YYH,MPE;3,17
YZF,YWJ,FHE;84,98
YZP,YVR,ACA;58,95
YZR,YYZ,ACA;77,46
YZT,YVR,PCO;54,93
YZT,ZEL,PCO;78,6
YZV,YNA,NAK;93,73
YZV,YNA,WEB;78,72
YZV,YPN,NAK;64,7
YZV,YQB,ACA;99,12
YZV,YQB,NAK;54,25
YZV,YUL,ACA;10,36
YZV,YWK,ACA;2,32
YZV,YWK,NAK;25,65
YZV,YYY,NAK;15,76
YZV,YGV,NAK;86,18
BJA,ALG,DAH;35,63
BJA,LYS,DAH;58,81
BJA,MRS,DAH;88,23
BJA,MRS,AAF;19,51
BJA,ORY,DAH;21,92
BJA,ORY,AAF;20,59
ALG,YUL,DAH;82,81
ALG,BJA,DAH;87
ALG,DJG,DAH;18,34
ALG,AAE,DAH;21,76
ALG,CZL,DAH;55,31
ALG,TEE,DAH;34,02
ALG,HRM,DAH;73,67
ALG,TID,DAH;50,07
ALG,TLM,DAH;70,27
ALG,ORN,DAH;58,1
ALG,MUW,DAH;43,74
ALG,AZR,DAH;38,05
ALG,BSK,DAH;58,52
ALG,GHA,DAH;14,85
ALG,HME,DAH;10,05
ALG,INZ,DAH;9,43
ALG,TGR,DAH;80,22
ALG,OGX,DAH;63,53
ALG,OUA,DAH;95,45
ALG,ABJ,DAH;90,49
ALG,NIM,DAH;66,36
ALG,TUN,DAH;41,87
ALG,TUN,TAR;89,92
ALG,BRU,DAH;33,31
ALG,FRA,DAH;91,4
ALG,FRA,DLH;81,47
ALG,CGN,GWI;19,77
ALG,LGW,BAW;68,7
ALG,LHR,DAH;65
ALG,BKO,DAH;63,28
ALG,CMN,DAH;78,63
ALG,CMN,RAM;69,31
ALG,DKR,DAH;21,46
ALG,CAI,DAH;16,88
ALG,CAI,MSR;24,24
ALG,TIP,DAH;38,8
ALG,TIP,LAA;55,95
ALG,ALC,DAH;56,52
ALG,BCN,DAH;96,56
ALG,BCN,IBE;56,26
ALG,BCN,FOS;53,59
ALG,MAD,DAH;83,32
ALG,MAD,IBE;31,91
ALG,BOD,DAH;46,08
ALG,TLS,DAH;25,69
ALG,TLS,AAF;15,76
ALG,ETZ,DAH;17,42
ALG,LYS,DAH;96,6
ALG,LYS,AAF;90,43
ALG,MRS,AFR;93,31
ALG,MRS,DAH;71,68
ALG,MRS,AAF;71,29
ALG,NCE,DAH;56,65
ALG,CDG,AFR;82,61
ALG,CDG,DAH;59,39
ALG,CDG,KLM;14,66
ALG,CDG,AFL;26,84
ALG,CDG,AAF;76,46
ALG,ORY,DAH;36,98
ALG,ORY,AAF;9,95
ALG,LIL,DAH;17,82
ALG,LIL,AAF;67,2
ALG,MLH,AAF;24,17
ALG,MXP,DAH;3,48
ALG,FCO,DAH;47,63
ALG,FCO,AZA;65,26
ALG,MLA,AMC;50,23
ALG,VIE,DAH;21,29
ALG,LIS,DAH;87,54
ALG,LIS,TAP;72,4
ALG,GVA,DAH;93,71
ALG,IST,DAH;76,35
ALG,IST,THY;92,04
ALG,MED,SVA;48,71
ALG,AMM,DAH;48,8
ALG,AMM,RJA;95,15
ALG,BEY,DAH;17,72
ALG,DXB,DAH;32,27
ALG,DXB,UAE;73,81
ALG,DOH,QTR;24,98
ALG,SVO,DAH;71,47
ALG,PEK,DAH;88,92
ALG,PMI,DAH;33,87
ALG,BLJ,DAH;65,46
ALG,ELU,DAH;59,58
ALG,QSF,DAH;83,8
DJG,TMR,DAH;24,52
DJG,OGX,DAH;95,75
TMR,ALG,DAH;11,51
TMR,ELG,DAH;44,32
TMR,GHA,DAH;20,31
TMR,INZ,DAH;36,82
AAE,ALG,DAH;20,43
AAE,ORN,DAH;0,48
AAE,LYS,DAH;22,17
AAE,MRS,DAH;43,29
AAE,MRS,AAF;72,16
AAE,CDG,DAH;90,69
AAE,ORY,DAH;12,19
AAE,ORY,AAF;86,03
AAE,IST,DAH;75,36
CZL,ALG,DAH;48,44
CZL,ORN,DAH;54,51
CZL,AZR,DAH;91,67
CZL,GHA,DAH;4,58
CZL,HME,DAH;91,48
CZL,LYS,DAH;24,2
CZL,LYS,AAF;77,46
CZL,MRS,DAH;5,84
CZL,MRS,AAF;84,04
CZL,NCE,DAH;67,11
CZL,CDG,DAH;22,86
CZL,ORY,DAH;2,88
CZL,ORY,AAF;87,29
CZL,MLH,DAH;0,81
CZL,MLH,AAF;19,25
CZL,IST,DAH;0,35
TEE,ALG,DAH;17,87
HRM,ALG,DAH;60,57
HRM,HME,DAH;9,29
TID,ALG,DAH;1,64
TLM,ALG,DAH;85,68
TLM,LYS,DAH;56,45
